,TextDescription,Severity,EncodedSeverity
1499,Valid table width values are rejected,normal,4
1501,Tabs that bisect words and result in a new line result in wonky drag-selection of text.,normal,4
1502,Hitting enter in paragraph spacing field should not affect document,minor,3
1503,"When setting the number of columns of a page to a value less than one, Writer changes it to one and combines all columns content.",normal,4
1504,Page Top Cutoff During Printing When Top Margin Set to Zero,minor,3
1505,After operating system crash OpenOffice custom options/settings are lost.  Must manually reinstate,normal,4
1506,ODT created in 2.1 version is not working 4.1.1,normal,4
1507,Patch for adding bit shift functions to calc,normal,4
1508,Crash on opening xls file,normal,4
1509,Crash when editing the presentation after Undo  - when having custom low number of Undo steps,normal,4
1510,Chart corruption with logarithmic scale and incorrect error bar data,normal,4
1511,Lost many pages of a file that I saved,major,2
1512,bullets,normal,4
1513,java runtime,normal,4
1514,OO writer hangs when client application is notified of document modification (Cannot get selection while being notified of modification),normal,4
1515,Drawing settings should be persistent when restarting OpenOffice,normal,4
1516,NetBeans plugin needs updated for NetBeans 8.1,normal,4
1517,Data dublicating in cells,normal,4
1518,Anti-virus program says version 4.1.2 is unsafe,normal,4
1519,Crash on Past under conditions...,normal,4
1520,Mail merge dialog doesn't open when printing labels,normal,4
1521,The results of calculation are not displayed in the main screen. But they do appear in the print preview...,normal,4
1522,"connection to data source"" vakantiepret"" could not be established,error in script file.....",blocker,0
1523,Pivot table fails to aggregate boolean categories,normal,4
1524,no text imported from xlsx,normal,4
1525,Fails to save files.,trivial,5
1526,False positive from anti-virus check (Norton),normal,4
1527,Subscript and format painter,normal,4
1528,No Cursor Placement before New Tai Lue Vowels & Tones,major,2
1529,"SpellCheck runs at startup, won't stop",normal,4
1530,Presentation in ODP and PPT completely different from PPTX,normal,4
1532,Basic ConvertToURL fails to URL encode many characters,normal,4
1533,missing JRE leads to infinite loop of error messages in picture dialog window,normal,4
1534,every word i write is underlined with a red line,normal,4
1535,Problems with making an Impress presentation with a powerpoint template,normal,4
1536,fix typo in systemactions.pm,normal,4
1537,problem accessing the spell checker,normal,4
1538,not capitalize first letter of every sentence.,normal,4
1539,Password protected odt file could not be opened after updating to 4.0.1,critical,1
1540,I can't open my document. HELP!,critical,1
1541,Spell checker dictionary appears to have disappeared,normal,4
1542,thinks document is imported,critical,1
1543,thinks document is imported,normal,4
1544,Database tables won't open,major,2
1545,Orthographic,critical,1
1546,Mid only calculates whole numbers,normal,4
1547,"When comparing ODS files, sheet names are not compared",normal,4
1548,Export to Microsoft Excel 97/2000/XP .xls format should truncate long sheet names,normal,4
1549,spell check not working,normal,4
1550,Protect Sheet not staying protected,normal,4
1551,Crash when inserting decimal tabulator in table cell,trivial,5
1552,window can't be closed,major,2
1553,Invalid parse of GSUB of OpenType font,normal,4
1554,Text function not working when combined with Left,normal,4
1555,Support .hwp file format,major,2
1556,Pictures Inserted into Footnotes Disappear Upon Exiting Writer,normal,4
1557,CURRENT() only evaluates first occurrence,normal,4
1558,Update link when loaded,normal,4
1559,Open Office Menu Bar at top NOT in ENGLISH,normal,4
1560,i18n: Add language: Interlingue (ie),normal,4
1561,"Analysis+solution: Damaged ""registrymodifications.xcu"" causing problems with backups and spell checker",major,2
1562,Artimes Trojan detected,normal,4
1563,crashes when inserting hyperlinks,normal,4
1564,Alphabetical Index not showing Chapter Info,normal,4
1565,odt files written by Libreoffice 4.2.8.2 will not open in OOWriter 4.1.2,major,2
1566,Copy / Paste out of order,critical,1
1567,[groovy-uno] Initial development of a Groovy UNO Extension and Gradle build based Lazybones project templates,trivial,5
1568,Cannot uninstall version 4.1.1 to install 4.1.2,major,2
1569,MSOffice doc file in DropBox opens as read-only. Must rename to save.,normal,4
1570,phantom duplication of first row of multi-page table,critical,1
1571,All words are underlined/marked wrong spelling,major,2
1572,Copy / Paste malfunction,critical,1
1573,Contribution of Norwegian website update (no-test),normal,4
1574,"Web site update for WHY -> ""Office 2003 EOL""",minor,3
1575,Change image for why_gov.html,normal,4
1576,"after inserting a jpg or png image / picture (or other), the image disappears later",major,2
1577,Error - void_thiscall,normal,4
1578,Referencing external cells,normal,4
1579,Trojan in the installation download,normal,4
1580,Problem opening an .xlsx file in openoffice,normal,4
1581,Saving Large File Crashes,normal,4
1582,pasting data from spreadsheet gives unexpected result,normal,4
1583,fix unit tests on windows,normal,4
1585,Change all margins together in OO Writer,normal,4
1586,"Cannot print in landscape mode, print preview is OK (Brother MFC-7340)",normal,4
1587,unnecessary auto-capitalization,normal,4
1588,Text Field color was printed only in black,normal,4
1589,"OOo does not print text, it only prints graphic / pictures!",critical,1
1590,using shell command causes application errors,major,2
1591,intermittent crash when opening .ods,normal,4
1592,pinwheel of death while trying to link to cell on another sheet,normal,4
1593,Customization of menu color fails,normal,4
1594,.docx INCORRECT content!!!,normal,4
1595,Presentation Display size,minor,3
1596,Use a dictionary for words definitions,normal,4
1597,Improve insert symbols,normal,4
1598,Accept colour names while selecting the colour,normal,4
1599,Sorting seems to be not working correctly,normal,4
1600,AutoCorrect Doesn't Work with Zero-width Space,normal,4
1601,Importing CSV where apostrophe is separator and contained in text causes remaining rows to not import,normal,4
1602,Settings lost when upgrading,normal,4
1603,add java source from bootstrapconnector.jar from aoo forum to SVN as a gradle project,trivial,5
1604,Damaged documents,critical,1
1605,Save destroys document,normal,4
1606,Backspace changes Font to Times New Roman,normal,4
1607,Crashes when trying to apply styles or using the navigator,trivial,5
1608,Graphics loss after saving,trivial,5
1609,Update English dictionaries to version 2016.02.01,normal,4
1610,Update Autocorrect pt_PT to 2016-01-29,normal,4
1611,Templates RSS Feed Page Not Found,normal,4
1612,Cannot install update 4.1.2,normal,4
1613,Save is forcing a Save As,normal,4
1614,XOR function not usable in french,normal,4
1615,"tranfer of 4.0 impress files to another computer created ""needs repair"" issue",normal,4
1616,text import wizard fails to detect currency ($) by default,normal,4
1617,[netbeans-integration] Japanese (ja) language update,normal,4
1618,creating new style crashes writer (no crash report!?),critical,1
1619,Calc causes issues with Windows Calculator when launched from MS Keyboard Calculator key,normal,4
1620,Print layout problem with cells containing large text,major,2
1621,breaks custom cell number format in ods after save,normal,4
1622,None of the text in the dialog boxes will show,trivial,5
1623,version 4.1.2 not working.,normal,4
1624,"Modulo function does not work properly, when dividend is result of calculations.",normal,4
1625,printing problems from open office page.,major,2
1626,"Trying to open existing file, can't get before ""Don't Reopen"" ""Reopen"" window.",normal,4
1627,Nested tables - problem with large inner table,normal,4
1628,Latest SIL Graphite fonts do not properly work on AOO,normal,4
1629,"When using Writer, screen jumps while I am typing.",normal,4
1630,Wrong language code in file description of soffice.exe,normal,4
1631,exporting date values from lotus notes to Calc doesn't work,normal,4
1632,Entire website: Invalid HTML due to wrong use of <style> element,normal,4
1633,Loss Sheet,normal,4
1634,Windows/MSVC  build often fails in main/icu,normal,4
1635,unable to install update and loss of duplex printing,normal,4
1636,Update Italian dictionary to version 2016.02.10,normal,4
1637,saving a document multiplies images in it,major,2
1638,"Make ""View Page Breaks as red line"" Default setting in delivered AOO",normal,4
1639,Analysis Task: Major Recurring Data/Operation Loss/Corruption Situations,normal,4
1640,Spell check lost link to dictionary,trivial,5
1641,"""Chapter name"" field doing wrong when passing second page of Table of Contents",normal,4
1642,Some OTF fonts displayed/printed incorrectly (smaller) under Windows 10,major,2
1643,Mouse wheel horizontal scroll,normal,4
1644,Drawing settings don't stick to next time to be used!?,major,2
1645,.ODS file does not open,trivial,5
1646,Can't open my file,major,2
1647,Calc won't print wirelessly to Canon Pixma 4250,normal,4
1648,major disruption on system following upgrade to 4.1.2,major,2
1649,Insert/Delete shift cells greyed out,normal,4
1650,"password dialog says ""fault password combination"" on mis-matching passwords",normal,4
1651,"Paste external content does not work, old clipboard Content freezed in openoffice",major,2
1652,"Documents will not open, message ""not responding""",normal,4
1653,Split and Freeze lines are shown on top of Comment,normal,4
1654,en_AU.dic has UTF-8 errors,normal,4
1655,Add Venetan (Italy) [vec] locale data,normal,4
1656,Saving as Word 97 incompatibility,normal,4
1657,Calc doesn't install under the following conditions...,normal,4
1658,"Find/Replace, just not finding...",normal,4
1659,Impress will not open,trivial,5
1660,Analysis Task: Lost/Corrupted Documents after Save/Shutdown,normal,4
1661,"Bug: FTP UCP: getPropertyValues command for non-directory files for Size, DateCreated etc not set for files hosted on Windows server",normal,4
1662,Unresponsive Program & Unable to Save in Desired Destination Folder,normal,4
1663,"[Calc] entry ""user-defined"" at Format > Print Ranges > Edit... cannot be selected by mouse click",normal,4
1664,rotated polygons lose rotation on re-loading file,normal,4
1665,Inserting picture into slide puts into text box instead,minor,3
1666,Presentation Not Automated,normal,4
1667,Add option to control opening temp files as read-only,normal,4
1668,Add language country flag next to the language,normal,4
1669,formulae can be clipped,normal,4
1670,Writer crash when creating and index,normal,4
1671,Document saved in Microsoft Office doesn't display the included image.,major,2
1672,"Change description for ""automatic lines"" in Tools > AutoCorrect Options > Options > BORDER",normal,4
1673,PDF export: Invalid characters depending on fonts,normal,4
1674,Move Up and Move Down keyboard commands/shortcuts do not work,normal,4
1675,Calc does not open sheets,normal,4
1676,Document in Use - File locked when opening a document and saving a document,normal,4
1677,bundled boost headers generate an excessive number of warnings when building with modern compilers,normal,4
1678,cannot change typing direction to Right to Left,normal,4
1679,compiling with recent clang generates thousands of infinite-recursion warnings about DbgOut(),normal,4
1680,bundled nss-3.14.4-with-nspr-4.9.5 has many security vulnerabilities,normal,4
1681,Remove HTTPS dependencies from external_deps.lst and extensions.lst,normal,4
1682,bundled libxml2 version 2.7.8 has many security vulnerabilities,normal,4
1683,Input-Fields in text can not be opened directly by mouseclick,normal,4
1684,Leading zeros in numbers get deleted when imported from CSV file,normal,4
1685,bundled curl version 7.19.7 has many vulnerabilities,normal,4
1686,Importing MS Word file saved in '97-2003 format leads to overlapping with table,normal,4
1687,Site Contruction,normal,4
1688,OpenOffice will NOT open,trivial,5
1689,Multiple Start without Visibility,normal,4
1690,"CSV import: values with + or - followed by thousand separator and 3 digits (eg. +,123) are imported as a number",normal,4
1691,"Adjusting left and right page margins under 1"" causes all information, text, etc to cram to one page",major,2
1692,cannot load files reliably on my LG tablet,major,2
1693,crash,major,2
1694,embedded graphics in M$Soft document opened with OOwriter do not display,normal,4
1695,Opening a spreadsheet in more than one client in a network,normal,4
1696,date input bag,normal,4
1697,Crashing when opening documents with words Hindi,trivial,5
1698,Installed JRE Not Found,normal,4
1699,Trying to start any component gives an error popup,blocker,0
1700,Spreadsheet recovered but crashes when try to save and close.,normal,4
1701,chart does not update when data is updated,normal,4
1702,Autosaving of Document loops (xls based),normal,4
1703,Display error on the cell when opening a sheet with no update option if the cell refers to a lookup range that is on an non existing worksheet.,normal,4
1704,windows build breaks in module formula,normal,4
1705,windows build breaks in module connectivity/source/parse/sqliterator.cxx,normal,4
1706,windows build breaks in module crashrep - Assertion Failed,normal,4
1707,windows build breaks in module sc/source/filter/excel - missing #include <filter/msfilter/mscodec.hxx>,normal,4
1708,Infinite Scrolling Freeze-up with Charts,major,2
1709,Cannot rearrange tabs in OpenOffice Calc,normal,4
1710,Disappearing files,normal,4
1711,Help requires JRE download,major,2
1713,size of formulae small when saved as HTML,normal,4
1714,Importing Excel file with installed validity check based on a formula produces faulty result,normal,4
1715,OpenOffice fails to recognize graphic bullets in imported Word DOCX document,normal,4
1716,OpenOffice fails to properly align image in Microsoft Word document,normal,4
1717,Fatal Error - Index out of bounds  when resizing frame in Word 97 2004 doc,normal,4
1718,Crash saving spreadsheet,major,2
1719,stale file write locks now inescapably uncorrectable,minor,3
1720,Transparent png images makes font thicker on pdf-export,normal,4
1721,I cannot get your installer to complete the installation process,critical,1
1722,AOO not responding,major,2
1723,Applied Styles List Should Be Updated After Deleting Cells/Columns/Rows Instead of Resetting to Defaults,normal,4
1724,Spellcheck underlines every word in text documents,major,2
1725,open office 3.2 writer refuses to open,critical,1
1726,MS Office blocking AOO attachment to email,blocker,0
1727,File with SVG graphic does not open,normal,4
1728,A window has appeared saying that OpenOffice quit unexpectedly but I cannot get rid of it,critical,1
1729,Access to user profile folder,normal,4
1730,URL Recognition Failures,minor,3
1731,Spellcheck Every word misspelled,normal,4
1732,Accept and reject window crashes program,normal,4
1733,Subtotal function fails to respond to filter settings,normal,4
1734,Resetting the profile loses all macros (and events too?) (and on upgrade or re-install?),normal,4
1735,"Italics in Verdana inserts blank lines before ""("" or "")"" & text within disappears",normal,4
1736,Excel spreadsheet starts to open then hangs,normal,4
1737,New Auto Text Paths Not Removed When Deleted,minor,3
1738,CSV file not loaded/open correctly when one fields contains commas surrounded by double quotes,major,2
1739,entry of a date like 1/2/16 appears in cell as a half,minor,3
1740,Add Church Slavic locale,normal,4
1741,Several of the forums have mixed http/https content,normal,4
1742,No link to forums from main pages,normal,4
1743,Recent news is rather old,normal,4
1744,permission denied to open files,trivial,5
1745,line distance from text in paragraph border lines/frames should be settable when setting lines,normal,4
1746,Lost images while editing a Writer .odt file - two scenarios,major,2
1747,crash while opening file,normal,4
1748,writer hangs when changing paper format,normal,4
1749,writer table currency number format # suffix saved as 0,normal,4
1750,Trying to change a cell and getting error message,normal,4
1751,Impress loses image in editing and viewing the slide show,normal,4
1752,Open office blows up frequently- during recovery notification screen doesn't appear,normal,4
1753,"Improper Date Formatting Using Custom Format Code yyyy""．""m""．""d"" （""aaa""）""",normal,4
1754,doesn't accept the change of the page format under Draw and stop. Obliged to ctrl alt sup to recover !,critical,1
1755,Warnings printed on terminal,normal,4
1756,Crashes Page Styles,critical,1
1757,Select Drop Down in Validation Not removing blanks,minor,3
1758,A feature that doesn't work.,normal,4
1759,Binary URP bridge disposed during call,normal,4
1760,"Filter Calc functions by translated name, original name and description",normal,4
1761,Formula content disappear when working on Writer (Similar to #79302),normal,4
1762,excel 2003 xml file is locked after close document,major,2
1763,Preview field does not properly display min scale width setting,trivial,5
1764,Table in .docx file loses 2 columns when opened with Writer,major,2
1765,When open Openoffice  say failling module icuuc42,blocker,0
1766,File saved normally then opened and filled with #,critical,1
1767,Typing/Deleting text from the Sender textbox in Envelope window crashes Writer,major,2
1768,Function ABS returning wrong result,major,2
1769,error on install,normal,4
1770,Calc crashes when I make any change to a formula,normal,4
1771,windows build ./bootstrap fails downloading ext_sources/c813c065dd53d7bd0a560a870ddd0af5-openssl-0.9.8zh.tar.gz.part,normal,4
1772,windows build breaks in module extensions - activex,normal,4
1773,cannot edit pictures because of the Macro bug,blocker,0
1774,Incompatibility with MathType - INTEGRAL SIGN does not appear as it should,normal,4
1775,vcl/source/glyphs/graphite_layout.cxx compile failure with libc++ version 3.8.0,normal,4
1776,"Changing of Measurement units sometimes updates units, but not recalculate amount of Spacing in the field",normal,4
1777,Paragraph spacing variables loose numbers after floating points during measurement units change,normal,4
1778,Paragraph Spacing variable auto-replaces my numbers after the floating points sometimes,trivial,5
1779,LWP::Protocol now needed to bootstrap,critical,1
1780,Maximizing Line Width of borders makes them overlap and go out of the slide,normal,4
1781,image border lost when saving as .ppt,minor,3
1782,The User interface language of open office is changed non understandable.Could you help how to change to English.,major,2
1783,Writer creates a file so large it can't be opened.,normal,4
1784,open office will not quit,normal,4
1785,crash after copying 2 columns,blocker,0
1786,Application hang when editing the document,normal,4
1787,no default printer found,normal,4
1788,Printing selected sheets fails,normal,4
1789,Document Formatting changes when reopening a document,normal,4
1790,issue 117764,critical,1
1792,Cannot save file. Error saving subfile content.xml,normal,4
1793,Thesaurus crashes program,major,2
1794,Cannot open file in oo,normal,4
1795,copying from sorter copies the wrong slide,normal,4
1796,Macros cannot execute in applet java,normal,4
1797,Zoom Buttons Greyed out on Custom Bar,normal,4
1798,Display problem with 35 pt Times New Roman,minor,3
1799,doc crash,trivial,5
1800,crash the writer,major,2
1801,doc file crash,major,2
1802,Index in formula in text gets trimmed when on last line of fixed line spacing text,normal,4
1803,Vertical ruler not displayed correctly in OS/2 version,normal,4
1804,Exception in svxcore.dll loading MS ppt presentation,normal,4
1805,xlsx file: imported DateTime cells are empty (Excel 2010 compatible),normal,4
1806,missing files and cant reinstall,normal,4
1807,Click CMD key during scroll inertia phase cause a change of page zoom factor,minor,3
1808,OpenOffice Dll Not Working After Deploying in IIS Server,normal,4
1809,OpenOffice uno.util.Bootstrap.bootstrap() hangs and does not return,normal,4
1810,Unable to call the method uno.util.Bootstrap.bootstrap() in IIS - It Hangs,normal,4
1811,Patch for arm 32,normal,4
1812,Find/replace/format/Bold does not work,normal,4
1813,Why does the program replace letters and punctuation with Japanese or ancillary characters ?,normal,4
1814,Defects in the code,normal,4
1815,Enforce Polygon API contracts at run-time,major,2
1816,Other Software,normal,4
1817,"Insertion in a .doc file "" Name of file without extension "" is not mémorized",normal,4
1818,Formatting issue importing a Microsoft Word .doc,normal,4
1819,Open office crashes,normal,4
1820,"I use API to generate a .ods file with chart, but the ""LineDash"" propert setting doesn't work",normal,4
1821,Conditional Formatting,normal,4
1822,Register window (like on first install/start) is shown again,normal,4
1823,Paste causes crash on OO driven by Java,normal,4
1824,Grapics will not display,normal,4
1825,Picture (image) description content loss after changing anchor,major,2
1826,not ready,normal,4
1827,Add autocorrect file for Venetan,normal,4
1828,Calc moves on its own,critical,1
1829,"Saving a xls, then, reloading an .xls messes up the orientation of numerous graphical arrows and text boxes.",major,2
1830,Past special a Calc spreadsheet as a bitmap has very low resolution.,normal,4
1831,Spell Check shows words as wrong even though they are correct,normal,4
1832,"Generate a chart in XYDiagram type in spreadsheet, and hope the lines does't share the same X-axis",critical,1
1833,Top Line will not print,normal,4
1834,[TESTING] Applying openoffice-4.1.2-patch1 for Windows,major,2
1835,Save & Auto Save very slow & prevent me from editing!,normal,4
1836,Spell check at one point will stop functioning.,normal,4
1837,Some bugs in source code (expression is always true/false),normal,4
1838,bundled expat version 2.1.0 has two vulnerabilities,normal,4
1839,Macro does not do what is recordes to do it - at end of document,normal,4
1840,aoo local (de) debug build crashes with - ### illegal index of sequence! - if spellcheck is enabled -,normal,4
1841,dictionary is installed but contains no words,critical,1
1842,Header and table does not show up from docx conversion.,major,2
1843,Started having problems saving documents from writer and scalc,critical,1
1844,Java is as defect or not installed recognized,normal,4
1845,crash when changing chart data range on Ubuntu 16.04 (not Ubuntu 14.04),normal,4
1846,opening documents,normal,4
1847,Translation of 4.1.2-patch1 Hotfix (German),normal,4
1848,mod(whole number;1) = 1,minor,3
1849,Translation of 4.1.2-patch1 Hotfix (Dutch),normal,4
1850,Repeated crashes requiring recovery,major,2
1851,Incorrect import of xlsx file - no text,normal,4
1852,Build 1756954 includes outdated English dictionary,normal,4
1853,Provide Windows AOOfix Tool for resetting/repairing User Profiles,normal,4
1854,Process mouse wheel events,normal,4
1855,Provide fallback copy of gtest-1.7.0.zip on OOoExtras,normal,4
1856,Italic plus bold gives crazed text,normal,4
1857,Can not print using windows 10 (HP desk jet 2542),normal,4
1858,Bracketing error using sumifs,normal,4
1859,ODF document with tables crashes upon loading document,normal,4
1860,"Error 208- Cannot create automation object, on running export agent on server.",normal,4
1861,Exstension Error,critical,1
1862,Impossible to build with system OpenSSL in Mac OS X El Capitan,normal,4
1863,Make NSIS 3.* a build requirement for building Windows installers,normal,4
1864,spell checker working wrongly,blocker,0
1865,can't open another file if OpenOffice is already running,major,2
1866,Update metadata for OpenOffice 4.1.3 release,normal,4
1867,Arabic Language DOCX Renders Incorrectly,normal,4
1868,paste to AOO reads SDVAL or SDNUM instead of <td> value </td>,normal,4
1869,Issue when help is opened.,normal,4
1870,Unquoted module name in CreateProcess call,normal,4
1871,Update the Copyright year,normal,4
1872,SQRT symbol and underbrace/overbrace displayed wrong under Win 10,normal,4
1873,spellcheck problem,normal,4
1874,Update bundled dictionaries for AOO 4.1.3 release,normal,4
1875,Xcode 10.11 SDK not recognized,blocker,0
1876,Can't start Open Office,normal,4
1877,Update python in the release branch to version 2.7.8 (now 2.7.18),normal,4
1878,Update OpenSSL in the stable branch to version 0.9.8zh,normal,4
1879,Update dmake URL in configure,normal,4
1880,configure does not check all Perl modules that are used at build time,normal,4
1881,Update code for downloading dependencies,normal,4
1882,Update broken download URLs of external dependencies,normal,4
1883,"problem with bibliography index ""std::bad_alloc""",normal,4
1884,Translation of CLOB data in HTMLformat to Open Office output is not correct,critical,1
1885,saving odp file corrupts image,normal,4
1886,Writer crashes in Template Management,normal,4
1887,Drawing objects get saved in incorrect orientation on right-to-left sheets,normal,4
1888,English dictionary included in 4.1.3 installer is outdated,major,2
1889,Fix wrong URL in CURL download,normal,4
1890,Fix downloading of dictionaries from https,normal,4
1891,Parentheses in formulas,normal,4
1892,Can't quit OpenOffice using keyboard shortcut or the menubar,normal,4
1893,Spell checker,major,2
1894,Spell check shows all words to be incorrect.,major,2
1895,Text glitch,minor,3
1896,SEInitializer crypting interfaces unusable,major,2
1897,Add a custom dictionary for my local language,normal,4
1898,replace Quicktime,critical,1
1899,undefined reference to `__stack_chk_fail' breaks build on some Linux 32-bit systems,normal,4
1900,Installer includes VC package older than 4.1.2,blocker,0
1901,Incorrectly translated text in Installer,normal,4
1902,Printing issues with Epson All-in-One XP430 printer,blocker,0
1903,Startcenter crash on iMac with macOS Sierra,normal,4
1904,windows build breaks in modules basegfx and ucbhelper,normal,4
1905,Outline Format Inconsistent,major,2
1906,Repaginates when told to print,normal,4
1907,Script to build source package skips main/testgraphical/references,normal,4
1908,unable to install on Mac,normal,4
1909,Entering date on cell with date format,normal,4
1910,Installation all UI,normal,4
1911,Boolean value true or false not converted to 0 or 1,critical,1
1912,"lib64gdk_pixbuf_xlib2.0_0 isn't presented as ""Requires"" library for installation RPM",normal,4
1913,Extension Manager hangs on macOS,major,2
1914,HSQLDB 2.3.4 not supporting sql.enforce strict size=false,critical,1
1915,can not see formulas,normal,4
1916,Styles and Formatting window does not open - apparent cause is corrupted registrymodifications.xcu file,normal,4
1917,AOO-logo in Start Center looks misplaced,trivial,5
1918,Auto Correct sees ALL words as missplelt,normal,4
1919,Open Office Crashes on Startup,normal,4
1920,PDF Encryption Breached,normal,4
1921,Crash when opening a presentation (macOS 10.12),normal,4
1922,method appendbyDescriptor not supported by com.sun.star.sdb.OColumns-Object,normal,4
1923,Crash at start but works when open existing files (macOS 10.12 Sierra),normal,4
1924,"Clicking ""No"" in Java dialog causes abnormal exit on FreeBSD",major,2
1925,Unable to write after windows 10 upgrades October 2016,normal,4
1926,Update metadata for OpenOffice 4.1.4 release,normal,4
1927,Enhancement Request - Ability for User to Set Colour of the I-beam (Cursor),major,2
1928,Copy to Clipboard of a Column Causes Crash – (Copy of Row Does Not),normal,4
1929,Calc deleting data on spreadsheets,normal,4
1930,cannot uninstall 4.1.2 to install 4.1.3,blocker,0
1931,Application crash after first start on macOS 10.12,normal,4
1932,Double click to open AOO 4.1.3 in stead of Workaround Gatekeeper,normal,4
1933,Failure to launch,normal,4
1934,Java not recognized after update to AOO 4.1.3,normal,4
1935,Unable to set Line properties beyond 2 curves in Calc Chart,major,2
1936,Inconsistence behavior of active pop-up windows on 2 screens (extended display view).,normal,4
1937,cpu3.dll missing,normal,4
1938,Crash on Double-Click in Stylist,blocker,0
1939,Installation failure on 10/22/16,critical,1
1940,Crash Open Office after installation while trying to open OOffice,major,2
1941,iMac and open office,normal,4
1942,Open Office - AIX OS,critical,1
1943,AOO crashes to open in fedora 24,major,2
1944,Cannot add a worksheet to my file,normal,4
1945,CRASH if *.od* has contents or gets contents by editing,normal,4
1946,You appear to be Hacked,normal,4
1947,Loss of image during presentation development,major,2
1948,Error report,normal,4
1949,sdext missing dependency on rsc,normal,4
1951,"When writing a document, if I press the spacebar a biography drop down flashes for a few seconds.",normal,4
1952,Update product code of VC redistributable,normal,4
1953,mail merge changes formating.,normal,4
1954,"Bundling msvcr100.dll is error-prone, insecure and hard to maintain",normal,4
1955,Version for macOS should get signed with Developer ID,normal,4
1956,Row heights change after sorting,minor,3
1958,Integrate latest translations from Pootle,normal,4
1959,missing onscreen keyboard,normal,4
1960,Icon for ODT is still from LibreOffice,normal,4
1961,Define a non-default printer on network,normal,4
1962,Additional space added in Master document which is not present in the sub document and is equal to 'Paragraph > Spacing > Gap to Top border',normal,4
1963,advancing column labels,normal,4
1964,"Long number inputs are properly converted to scientific notation in the cell, but in chart they are not displayed the same way",minor,3
1965,update 4.1.3,normal,4
1966,"Apache OpenOffice v4.1.2(latest) crashes on launch on new 13"" MacBook Pro WITHOUT Touch Bar.",blocker,0
1967,Need to send system and printer,normal,4
1968,Tabbing from a cell after typing the text 'int' causes cursor not to move to next cell.,normal,4
1969,Attempting to navigate tabs causes unwanted context menu,minor,3
1970,"Opening document with links always causes confirmation popup, regardless of settings",normal,4
1971,Total lockout when email entered into cell,normal,4
1972,"Fatal crashes, Fatal Error - Bad Allocation",major,2
1973,4.1.3 Does Not Install on Windows 7 Professional 32-bit,normal,4
1974,Subtotal and Offset function for each line,normal,4
1975,Renaming paragraph style in Writer destroys the document,normal,4
1976,Select and Delete of Addressee Text Box in Envelope causes OO Writer to crash.,normal,4
1977,# signs everywhere!,trivial,5
1978,OpenOffice Writer Freezes after I have typed specific text,major,2
1979,Issue 122809 has re-occurred for most recent AOO and Windows 10 updates,normal,4
1980,Unable to open; constantly crashes,major,2
1981,sqoop2,normal,4
1983,Antivirus reoprts a trojan in pache_OpenOffice_4.1.3_Win_x86_langpack_de.exe,normal,4
1984,Problem with the new security software from AVIRA at each AVIRA update,normal,4
1985,4.1.3 crash spreadsheets,normal,4
1986,Total page number is not recalculated after decreasing page width value in huge document,normal,4
1987,Images with an embedded color profile are displayed with flattened colors when inserted into an document,normal,4
1988,3 bugs,normal,4
1989,Inconsistency between Indents & Spacing and Properties in First line indent boundaries,normal,4
1990,Dialogue Format → Columns… doesn't reset values as expected,normal,4
1991,Automatic checkbox is reset in Indents & Spacing after changing of First Line Indent in Properties.,normal,4
1992,aoo-w741x bb-win7 build hangs in apr,normal,4
1993,bootstrap fails on trunk downloading external dependencies,normal,4
1994,qadevOOo runner build breaks if ant not present,normal,4
1995,OpenOffice Error vnd.sun.star.GraphicObject,normal,4
1996,Unable to sort spreadsheet specifying columns.,normal,4
1997,Problem with installation and document formatting,normal,4
1998,How to view pages like in a book?,normal,4
1999,"images surrounding left, top, and right of text prevent proper formatting; text shifted down",normal,4
2000,Font default,minor,3
2001,Can´t open excel org dokuments,normal,4
2002,Writer does not coordinate properly with HPLIP driver for envelopes,trivial,5
2003,crash when pasting column contents from google sheets onto openoffice column,normal,4
2004,Italics in justified paragraph - spacing error,normal,4
2005,can't open OpenOffice after download message,normal,4
2006,OpenOffice cannot import PDF files,normal,4
2007,"All of AOO doesn't handle C++ exceptions properly, making Clang unusable",major,2
2008,Update the banners with the new ASF Logo,normal,4
2009,Remove the Mozilla part,normal,4
2010,When I try to write the program decides to spell check on every click and returns to start.,blocker,0
2011,Formatting an idex for sinlge characters in cells fails,minor,3
2012,Spell check,major,2
2013,"Capitalisation failure when character preceded by "" or (",minor,3
2014,Open Office cannot operate due to non-existent user having open file,normal,4
2015,OO 4.2.0-dev crashes in Windows 10 after approximately 1 minute,normal,4
2016,wrong calculation of an average,normal,4
2017,Pasting as link,normal,4
2018,Cannot change semicolon to commas,normal,4
2019,"No application will open.  Receive error ""Failing module:JPEG8""",normal,4
2020,Graph,normal,4
2021,Photo links flicker with Image Control when scrolling the page,normal,4
2022,Open Office Writer General,normal,4
2023,The same data in two graphs show different values,normal,4
2024,Print preview and incorrect margins,major,2
2025,"Emulated bolding (""singular"" font) with color gives outline effect",normal,4
2026,copying documents from internet doesn t work  computer chokes Open Office fails,normal,4
2027,Impress office template wizard hangs if preview is enabled.,normal,4
2028,Open Office Draw Crashes when trying to open a file,major,2
2029,Style containing scientific notation changed on open after save,normal,4
2030,frame created under French version cannot be modified,normal,4
2031,"Windows locks up when trying to ""Save"" or ""Save As""",normal,4
2032,When changing the wording on a Header or footer in one sheet the other sheets are changed also,normal,4
