bugID,TextDescription,cl,pd,co,rp,OS,bs,rs,Priority,Severity
124871,Major Word Bug,Application,Writer,printing,PC,"Windows 8, 8.1",CLOSED,IRREPRODUCIBLE,P3,Trivial
124872,"Update failed, can no longer install any version of open office.",Application,Installation,update notifications,All,"Windows 8, 8.1",CLOSED,DUPLICATE,P3,Normal
124873,Problems with pan using Magic Mouse,Application,Calc,editing,Mac,Mac OS X 10.7,CLOSED,DUPLICATE,P3,Normal
124874,crash on click load/save in preferences,Code,General,ui,Mac,OS X 10.9,UNCONFIRMED,,P3,Major
124875,Support Mac Multimedia based on the AV-Foundation API,Code,General,code,Mac,"Mac OS X, all",CLOSED,FIXED,P3,Normal
124876,After saving Spreadsheet and exporting recipient cannot open,Application,Calc,save-export,PC,"Windows, all",UNCONFIRMED,,P3,Minor
124877,reset formatting behind special formattings hangs AOO,Application,Writer,formatting,All,All,CLOSED,FIXED,P3,Normal
124878,Spreadsheet location jumping to random location,Application,Calc,viewing,Mac,OS X 10.9,CLOSED,DUPLICATE,P3,Normal
124879,Extension odt can't be defined in control panel standartprograms,Unclassified,App Dev,api,PC,Windows 7,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
124880,Draw fails to recognize alpha layer (transparency) of .tiff,Application,Draw,formatting,All,All,CONFIRMED,,P3,Normal
124881,"Search Engine ""Euroseek"" should be dropped because of bad reputation",Code,General,ui,All,All,CLOSED,FIXED,P3,Minor
124882,"Tag for ""URL Name"" input line missing in Hyperlink Toolbar",Code,General,ui,All,All,CONFIRMED,,P3,Minor
124883,Navigator window not positioned against parent window,Code,General,code,All,OS/2,CONFIRMED,,P3,Normal
124885,error message to reopen after unexpectedly quit,Application,Calc,viewing,All,OS X 10.9,CLOSED,DUPLICATE,P3,Normal
124886,Tab position value modified after unit changed and back,Application,Writer,ui,All,All,UNCONFIRMED,,P3,Normal
124887,Every paragraph  gets erroneously a new page,Application,Writer,open-import,All,All,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
124888,Every paragraph  gets erroneously a new page,Application,Writer,open-import,All,All,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
124889,wedownload manager,Infrastructure,Infrastructure,Downloads,PC,Windows 7,CLOSED,OBSOLETE,P3,Normal
124890,paste special unavailable,Application,Writer,editing,PC,Windows 7,CLOSED,IRREPRODUCIBLE,P3,Normal
124891,CRASH when 'View - close sidebar' with Navigator active,Code,General,code,All,All,CLOSED,FIXED,P1 (highest),Critical
124892,Focus on Spreadsheet immediately horizontally scrolls to most right scroll slider position,Application,Calc,ui,All,"Windows 8, 8.1",CLOSED,IRREPRODUCIBLE,P3,Normal
124893,Writer randomly loose embeded pictures,Application,Writer,ui,PC,Windows 7,CLOSED,DUPLICATE,P3,Critical
124894,OpenOffice.org New Thesaurus should be renamed,Code,General,spell checking,All,All,CONFIRMED,,P3,Normal
124896,remove obsoleted module-internal custom allocator in SAL,Code,General,code,All,All,CLOSED,FIXED,P3,Normal
124897,"Where ever possible default should be  whole-numbered (or simple fractions) values for Tab stops, indents, column widths and similar position properties",Code,General,ui,All,All,UNCONFIRMED,,P3,Normal
124899,ENHANCEMENT: User definable defaults for outline numbering position.,Application,Writer,formatting,Mac,Mac OS X 10.5,UNCONFIRMED,,P3,Normal
124903,"Build error: ""framegrabber.hxx"" no found",Code,Build Tools,dmake,Mac,"Mac OS X, all",CLOSED,NOT_AN_OOO_ISSUE,P1 (highest),Critical
124904,Save as .DOC (MSO97) looses or changes Table Cell Background in columns behind 21st,Application,Writer,save-export,All,All,CONFIRMED,,P3,Minor
124905,"Help Text isn't right-aligned, in Hebrew/Arabic languages",Code,General,help,PC,All,CLOSED,FIXED,P3,Normal
124906,Save as - HTML Document (Calc): Relative hyperlinks become absolute,Application,Calc,save-export,All,Windows 7,CONFIRMED,,P3,Normal
124908,remove custom allocator support in stlport-replacement headers,Code,General,code,All,All,CLOSED,FIXED,P3,Normal
124909,missing translation for %WRITERCOMPATIBILITYVERSIONOOO11,NLC,Native-Lang,de,All,All,CLOSED,DUPLICATE,P3,Normal
124910,Druckereinstellung,Code,General,ui,PC,Windows 7,CLOSED,IRREPRODUCIBLE,P5 (lowest),Trivial
124911,cursor disappears,Application,Writer,editing,All,All,CLOSED,IRREPRODUCIBLE,P3,Normal
124912,"Add a ""Report a bug"" menu item to the ""Help"" menu",Code,General,ui,All,All,CLOSED,DUPLICATE,P3,Normal
124913,Disable 4.1.0 Update Info,Infrastructure,Infrastructure,Downloads,All,"Windows, all",CLOSED,WONT_FIX,P3,Critical
124914,AOO opens Word .docx with wrong text alignment,Application,Writer,open-import,PC,Windows 7,CLOSED,FIXED,P3,Major
124915,in 4.2-dev some user interface strings grew way too much,Code,General,ui,All,All,CLOSED,FIXED,P3,Normal
124916,File dialog for selection ignores file extensions,Application,Base,code,All,All,CONFIRMED,,P3,Normal
124918,Email Unexpectedly sends as PDF without file name extension instead of ???,Code,General,ui,Mac,"Mac OS X, all",CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
124919,Detective does not link correctly to another spreadsheet,Application,Calc,editing,All,All,UNCONFIRMED,,P3,Normal
124921,Advanced Filter destroys Auto Filter Area,Application,Calc,editing,All,Windows 7,UNCONFIRMED,,P3,Normal
124922,Font Effects not applied correctly,Application,Writer,formatting,Mac,"Mac OS X, all",CLOSED,FIXED,P3,Major
124923,Impossible to launch OO after update,Application,Installation,ui,All,"Windows, all",CLOSED,IRREPRODUCIBLE,P3,Normal
124924,Failure to print envelopes,Application,Writer,printing,PC,Windows 7,CLOSED,DUPLICATE,P3,Normal
124926,Text hidden behind image border when applied custom outline and EXPORTing to PDF,Application,Writer,formatting,PC,Windows Vista,CLOSED,IRREPRODUCIBLE,P3,Normal
124927,Navigator cannot be displayed anymore since 10.9.3,Application,Writer,editing,Mac,OS X 10.9,CLOSED,NOT_AN_OOO_ISSUE,P3,Major
124928,Particular .xlsx Cell contents multiplied within cell,Application,Calc,open-import,All,All,CLOSED,FIXED,P3,Major
124929,periodical update (flickering) of navigator,Application,Writer,ui,PC,Linux 32-bit,CONFIRMED,,P3,Normal
124930,AOO410 crash when saving odt document after editing equations,Application,Writer,editing,PC,Windows Vista,CLOSED,IRREPRODUCIBLE,P3,Normal
124931,Particular .xlsx Cell contents still show unexpectedly for column width few above 0,Application,Calc,open-import,All,All,CONFIRMED,,P3,Normal
124932,open office writer  ne s'ouvre plus,Application,Writer,viewing,All,All,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
124934,not accepted,Application,Base,code,All,All,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
124935,Line length miscalculated when character spacing is expanded,Application,Writer,formatting,Mac,"Mac OS X, all",CLOSED,FIXED,P3,Major
124936,assignment of macros to libraries doesn't work,Unclassified,App Dev,scripting,All,All,CONFIRMED,,P3,Major
124937,Inserting rows / columns does not respect cell merge,Application,Calc,formatting,All,All,UNCONFIRMED,,P3,Normal
124938,Ctrl + M at the start line with a word overloaded freezes AOO 4.1.0,Application,Writer,formatting,All,All,CLOSED,DUPLICATE,P3,Minor
124939,Help-About: Font size too big in welcome link,Code,General,ui,All,Windows 7,CLOSED,DUPLICATE,P4,Minor
124940,Use Correct Version 4.2 in Dev-builds installation file names,Code,Build Tools,configure,All,All,CLOSED,FIXED,P3,Normal
124941,Wrong export into PDF,Application,Writer,editing,All,All,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
124942,Calc keeps crashing,Application,Calc,editing,All,All,UNCONFIRMED,,P3,Normal
124943,format cell for [hh]:mm does not work anymore,Application,Calc,formatting,PC,Windows 7,UNCONFIRMED,,P3,Major
124944,"Word ""mis-selling"" misspelt in UK English dictionary",Application,Writer,editing,All,All,CLOSED,FIXED,P3,Normal
124945,Need to accept doubledash --options for future compat. with Libre Office,Code,General,code,All,All,UNCONFIRMED,,P3,Minor
124946,"Embedded PNG Pictures replaced by ""Read Error"" box",Application,Writer,editing,All,Windows 7,CLOSED,FIXED,P3,Normal
124947,"Standard Filter in Fullscreen mode appears invisible, locks Calc Window",Application,Calc,code,PC,Windows 7,CONFIRMED,,P3,Major
124948,sigsegv when starting AOO 4.1 as non-root on RHEL 6.5 64 bit,Code,General,ui,PC,Linux 64-bit,RESOLVED,FIXED,P3,Normal
124949,"shift+f5 should be assigned to Trace Precedents, shift+f7 to Trace Dependents",Application,Calc,editing,All,All,UNCONFIRMED,,P4,Minor
124950,UNO: Deadlock JobQueue.removeJob,Unclassified,App Dev,api,PC,"Windows, all",UNCONFIRMED,,P3,Major
124951,insert graphic from gallery is inserted as linked graphic by default,Application,Impress,editing,All,"Mac OS X, all",ACCEPTED,,P3,Normal
124952,Link to credits in About dialog in wrong font size,Code,General,ui,PC,"Windows, all",CLOSED,DUPLICATE,P3,Normal
124953,[PyUNO] Add __ne__ method to UNO types,Unclassified,App Dev,scripting,All,All,CONFIRMED,,P3,Normal
124954,During the installation of Open Office 4.1.0 I received an 'Error 1316.A'.,Application,Installation,update notifications,PC,"Windows 8, 8.1",CLOSED,IRREPRODUCIBLE,P3,Blocker
124955,CRASH when edit .odt from Version 3.4.1 (or lower?),Application,Writer,editing,PC,Windows 7,UNCONFIRMED,,P3,Major
124956,Calc: Scrolling in OS X to the left will cause the application to scroll at rapid speed to the right,Application,Calc,viewing,Mac,OS X 10.9,CLOSED,DUPLICATE,P3,Normal
124957,regular expression for <= and => don't work as expected if string contains placeholders (.*),Application,Calc,programming,All,All,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
124958,Incorrect (misleading) wording 'Indexes and Tables',Application,Writer,ui,All,All,UNCONFIRMED,,P3,Normal
124961,cannot increase/decrease indent for multi level bullet items inside table,Application,Impress,formatting,PC,Windows 7,CLOSED,DUPLICATE,P3,Normal
124962,Very Limited Undo,Application,Calc,editing,PC,Windows 7,UNCONFIRMED,,P3,Normal
124963,Crashing when using the add rows button to a table,Application,Writer,editing,PC,Windows 7,CLOSED,IRREPRODUCIBLE,P3,Normal
124964,RATE function blows up,Application,Calc,programming,All,All,CONFIRMED,,P3,Normal
124966,Picture loss on save,Application,Impress,save-export,All,All,CLOSED,FIXED,P2,Normal
124967,Rich Text Format (.rtf) options lost from Table Properties: Relative width & Repeat Heading on Save,Application,Writer,save-export,PC,Windows 7,CONFIRMED,,P3,Normal
124968,.jpg picture with lots of horizontal white lines artifacts if Contour for Wrap enabled,Application,Writer,viewing,All,All,UNCONFIRMED,,P3,Normal
124969,CRASH deleting 1000 rows of 80000 row sheet,Application,Calc,save-export,PC,Windows 7,CONFIRMED,,P3,Major
124970,"Left-mouse-down above text edit area crashes, ""Index out of bounds""",Application,Writer,editing,Mac,Mac OS X 10.7,CLOSED,FIXED,P3,Critical
124971,Installation of v4.1.0 fails - cannot find openoffice400.msi,Application,Installation,ui,PC,Windows 7,CLOSED,OBSOLETE,P3,Normal
124972,Mnemonics not available on Mac OS X,Code,General,ui,All,"Mac OS X, all",CLOSED,DUPLICATE,P3,Normal
124973,printer settings not saved,Application,Writer,editing,All,All,CONFIRMED,,P3,Normal
124974,Can't open a landscape window,Application,Writer,printing,PC,"Windows 8, 8.1",CLOSED,NOT_AN_OOO_ISSUE,P3,Critical
124975,"""Macro"" tab page on ""Picture"" dialog warns about missing JRE",Application,Writer,ui,PC,"Windows 8, 8.1",CLOSED,DUPLICATE,P3,Trivial
124976,upgrade quit playing videos on slide shows,Application,Impress,viewing,All,"Mac OS X, all",CLOSED,DUPLICATE,P3,Normal
124977,CRASH with error message,Application,Calc,editing,PC,Windows 7,UNCONFIRMED,,P3,Major
124978,Wrong spacing after picture insertion,Application,Writer,formatting,All,All,CLOSED,DUPLICATE,P3,Normal
124981,Prevent page-end hyphens,Application,Writer,formatting,All,All,CONFIRMED,,P3,Normal
124985,[Meta] Meta Bug for collecting bugs which appeal for AOO 4.1.x,Code,General,ui,All,All,UNCONFIRMED,,P3,Normal
124986,Window size not saved with document,Code,General,ui,Mac,All,CLOSED,DUPLICATE,P3,Normal
124987,"Configuring address books fails with ""SDBC driver for URL not found""",Application,Base,code,PC,Windows 7,CONFIRMED,,P3,Normal
124988,SDBC driver for Thunderbird address book not found,Application,Base,code,PC,Windows 7,CLOSED,DUPLICATE,P3,Normal
124989,Note is displayed under macro buttons when hovering mouse over cell,Application,Calc,viewing,All,All,UNCONFIRMED,,P3,Normal
124990,Duplicated entries when scrolling up in an adress database,Application,Base,help,PC,Windows 7,CLOSED,IRREPRODUCIBLE,P3,Critical
124991,[Calc] no import/export of strikethrough attribute,Application,Calc,open-import,All,All,CONFIRMED,,P3,Normal
124992,[Calc] no import/export of strikethrough attribute,Application,Calc,save-export,All,All,CLOSED,DUPLICATE,P3,Normal
124993,Open Office 4.1.0 programs does not respond properly to the two finger left swipe- trackpad,Code,General,ui,Mac,Mac OS X 10.7,CLOSED,DUPLICATE,P3,Normal
124994,Crash on scrolling through large document with many images,Application,Writer,viewing,PC,Windows 7,CLOSED,DUPLICATE,P3,Major
124995,Styles not completely formatting,Application,Writer,formatting,PC,Windows 7,UNCONFIRMED,,P3,Minor
124996,"Offset function with external file, and calculate height",Application,Calc,code,All,All,CLOSED,DUPLICATE,P3,Normal
124998,"Pickers for Color, Linestyle and similar can be opened 2 times",Code,General,ui,PC,Windows 7,CONFIRMED,,P3,Minor
124999,Huge memory consumption for very large and complex .odt,Application,Writer,code,All,All,CLOSED,FIXED,P2,Major
123000,Save as xls is extremly slow,Application,Calc,save-export,PC,Windows 7,CLOSED,DUPLICATE,P3,Normal
123001,OS/2 sys 3170 when application exits,Code,General,code,All,OS/2,CLOSED,FIXED,P3,Normal
123002,inserting 2 envelopes into the same document causes reformatting,Application,Writer,formatting,PC,Windows XP,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
123003,Text invisible while editing in particular old documents,Application,Draw,editing,PC,Windows 7,CLOSED,FIXED,P3,Normal
123004,"OO upgrade from OO 3.4 to OO 4.0 blocked by QuickStarter, which can't be cleared/uninstalled",Application,Installation,ui,PC,Windows 7,CLOSED,IRREPRODUCIBLE,P3,Blocker
123005,Margins are not saved in html,Application,Writer,editing,PC,Windows 7,CLOSED,DUPLICATE,P3,Normal
123006,After downloading 4.0.0 I found no spell checker operative,Application,Writer,editing,PC,Windows 7,CLOSED,IRREPRODUCIBLE,P3,Normal
123007,Right vertical scroll bar is not flush with screen,Code,General,ui,PC,All,CONFIRMED,,P3,Normal
123008,Sidebar is missing a keyboard shortcut assignment,Code,General,ui,PC,Windows XP,CONFIRMED,,P3,Normal
123009,Sidebar sections not closing when icons are clicked again,Code,General,ui,PC,Windows XP,CONFIRMED,,P3,Minor
123010,Drag and Drop strings causes ugly artifacts,Application,Draw,editing,PC,All,CONFIRMED,,P3,Normal
123011,Embed audio files into presentation,Application,Impress,save-export,PC,All,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
123012,Text disappears during typing - OK in Elipse and rectangle,Application,Draw,editing,PC,"Windows 8, 8.1",CLOSED,DUPLICATE,P3,Normal
123013,Standardize several function names in Calc,NLC,Native-Lang,es,All,All,CLOSED,FIXED,P3,Normal
123014,Generate new kid (KeyID) localize.sdf file,Code,Internationalization,i18npool,All,All,CLOSED,FIXED_WITHOUT_CODE,P3,Normal
123015,Upload Bulgarian (bg) to Pootle for 4.0,Code,Internationalization,i18npool,All,All,CLOSED,FIXED,P3,Normal
123016,Translate Extension to handle MWiki translations,Infrastructure,Infrastructure,Mwiki,All,All,CLOSED,OBSOLETE,P3,Minor
123017,Text selection highlighting disappears,Application,Draw,editing,PC,Windows 7,CLOSED,DUPLICATE,P3,Normal
123018,Error parsing XMutableGridDataModel.idl's autodoc comments,Code,General,code,All,All,CLOSED,FIXED,P4,Minor
123019,"Enhance ""Find All"" to include browsable list",Code,General,ui,All,All,CONFIRMED,,P3,Normal
123020,"Conditional Rounding - ""=ROUND(IF"" not implemented properly",Application,Calc,programming,All,All,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
123021,OO Writer crashes on document open,Application,Writer,ui,All,All,CLOSED,FIXED,P3,Major
123022,Calc will duplicate the content of MS excel file cells which have line breaks,Application,Calc,viewing,All,"Windows 8, 8.1",CONFIRMED,,P3,Normal
123023,Dictionaries are not found when OO 4.0.0 not installed to C: drive,Code,General,scripting,PC,Windows XP,CLOSED,IRREPRODUCIBLE,P3,Normal
123024,AOO 4.0 hung when opening a large Excel 2010 workbook (or converting it via the File/Wizards/DocConverter),Application,Calc,open-import,All,All,CLOSED,IRREPRODUCIBLE,P1 (highest),Blocker
123025,Very Long File Save Times in OO v. 4.0.0,Code,General,ui,PC,Windows 7,CLOSED,DUPLICATE,P3,Major
123026,Touch screen ability,Application,Writer,viewing,All,All,CLOSED,DUPLICATE,P3,Normal
123027,Missing translation in menu 'Tools - Customize - Toolbars - Standard Toolbar - Load URL',NLC,Native-Lang,de,All,All,CLOSED,FIXED,P3,Normal
123028,Particular .doc causes ASCII Filter Options dialog instead of opening,Application,Writer,open-import,PC,Windows 7,CLOSED,DUPLICATE,P3,Normal
123029,Outdated links on UI Project's accessibility page,Infrastructure,Infrastructure,Website general issues,All,All,CONFIRMED,,P3,Normal
123030,upgrade not working,Unclassified,App Dev,sdk,PC,All,UNCONFIRMED,,P3,Normal
123031,Update ES translation to latest pootle version,NLC,Native-Lang,es,All,All,CLOSED,FIXED,P3,Normal
123032,"Missing translations for ""Light colors"" in old color palette",NLC,Native-Lang,de,PC,Windows 7,CLOSED,FIXED,P3,Trivial
123033,Custom date sort,Application,Calc,editing,PC,Windows 7,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
123034,"""Zugänglichkeit"" should be ""Barrierefreiheit""",NLC,Native-Lang,de,All,All,CONFIRMED,,P3,Minor
123036,Type 1 fonts are not embedded in exported PDFs (font is substituted) under OS/2,Code,General,ui,PC,OS/2,CONFIRMED,,P3,Normal
123037,Osaka font not available on Macs,Application,Writer,formatting,Mac,All,CONFIRMED,,P3,Normal
123038,Update bundled dictionaries for OpenOffice 4.0.1,Code,Build Tools,external prerequisites,All,All,CLOSED,FIXED,P3,Normal
123039,Khmer (km) translation for OpenOffice 4.0.1,NLC,Native-Lang,km,All,All,CLOSED,FIXED,P3,Normal
123040,Incorrect view of SVG vector images instead of PNG raster copy.,Application,Calc,viewing,PC,Windows 7,CLOSED,IRREPRODUCIBLE,P3,Normal
123041,won't take import data from trading platform,Application,Calc,open-import,PC,Windows 7,CLOSED,NOT_AN_OOO_ISSUE,P3,Major
123042,[SVG] Crash: svg with image element fails to insert as linked graphic in Draw,Application,Draw,open-import,All,All,CLOSED,FIXED,P3,Normal
123043,Paste Special Icon not visible in draw and impress,Application,Draw,ui,All,All,CONFIRMED,,P3,Normal
123044,Page preview crashes writer when a template is being edited,Application,Writer,ui,Mac,Mac OS X 10.7,CLOSED,IRREPRODUCIBLE,P3,Normal
123045,"Änderungen > ""Datensatz"" statt ""Aufzeichnen""",NLC,Native-Lang,de,All,All,CLOSED,FIXED,P3,Normal
123047,Autofilter disappears when you try to use it,Application,Calc,ui,PC,Windows 7,CLOSED,FIXED,P3,Major
123048,line skew parameter is not read from file for connectors in OO draw,Application,Draw,open-import,PC,All,CLOSED,FIXED,P3,Normal
123049,Adding attachments (sample documents) hard to find or to understand,Infrastructure,Infrastructure,Bugzilla,All,All,CONFIRMED,,P3,Minor
123050,Wrong term in German version for starting to track changes to a document,NLC,Native-Lang,de,PC,"Windows, all",CLOSED,DUPLICATE,P3,Normal
123051,Shift+ an arrow in the frame should select text,Application,Writer,editing,All,All,CLOSED,FIXED,P3,Normal
123052,AOO relaunch required to enable particular Extensions after 'ENABLE' in Extensions manager,Code,General,ui,All,All,CONFIRMED,,P3,Minor
123053,Upload Vietnamese (vi) to Pootle for 4.x,NLC,Native-Lang,vi,All,All,CLOSED,FIXED,P3,Normal
123054,MSO .docx imported elbow connector routing in diagrams messed up,Application,Writer,open-import,All,All,CONFIRMED,,P3,Normal
123055,désinstallation impossible,Application,Installation,ui,PC,Windows Vista,CLOSED,IRREPRODUCIBLE,P4,Normal
123056,"After/during execution of particular Basic macros, hyperlinks to cells will not work",Application,Calc,programming,All,Windows 7,CONFIRMED,,P3,Normal
123057,Recovery not working,Application,Writer,ui,PC,Windows 7,CLOSED,IRREPRODUCIBLE,P3,Major
123058,"Meaningless Help text for Component ""programming""",Infrastructure,Infrastructure,Bugzilla,All,All,CONFIRMED,,P3,Normal
123059,"Export to PDF crashes with image ""wrap in background""",Application,Writer,save-export,PC,Windows 7,CLOSED,IRREPRODUCIBLE,P3,Major
123061,Non  modal dialog is modal when it is called from top level menu.,Application,Calc,code,PC,Windows 7,CONFIRMED,,P3,Major
123062,PDF Extension,Application,Draw,open-import,PC,Windows 7,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
123063,Range in all version related selectors too limited,Infrastructure,Infrastructure,Bugzilla,All,All,CONFIRMED,,P3,Major
123064,sdk dlls not compatible with .Net 4,Unclassified,App Dev,sdk,All,All,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
123065,sdk dlls not compatible with .Net 4,Unclassified,App Dev,sdk,PC,"Windows, all",UNCONFIRMED,,P3,Major
123066,cppu.bootstrap cause ErrorCode -2147467259,Unclassified,App Dev,sdk,PC,"Windows, all",CLOSED,FIXED,P3,Normal
123067,Recipient and Subject cannot be set and Attachement won't work with new SystemMailProvider,Unclassified,App Dev,vba,All,All,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
123068,remove implicit rtl::O*String conversions to char/utf-16 pointers,Code,General,code,All,All,CLOSED,FIXED,P3,Normal
123069,Particular .XLS causes crash / runtime error,Application,Calc,open-import,PC,Windows XP,CLOSED,IRREPRODUCIBLE,P3,Major
123070,New icon size only applied for new Window,Code,General,ui,All,All,CONFIRMED,,P3,Minor
123071,Several complex functions return wrong results,Application,Calc,programming,PC,Windows 7,CLOSED,DUPLICATE,P3,Normal
123072,Writer general input/output error on opening .docx,Application,Writer,open-import,PC,All,CONFIRMED,,P3,Major
123073,Slovak (sk) translation for OpenOffice 4.0.1,NLC,Native-Lang,sk,All,All,CLOSED,FIXED,P3,Blocker
123074,cannot save download,Application,Installation,code,PC,Windows XP,CLOSED,IRREPRODUCIBLE,P3,Normal
123075,PDF,Code,General,ui,PC,Windows 7,CLOSED,DUPLICATE,P3,Normal
123076,Automatic file rename of attachments,Infrastructure,Infrastructure,Bugzilla,PC,Windows 7,CLOSED,WONT_FIX,P3,Normal
123077,"When using Dragon NaturallySpeaking version 11.5 text is mis-formatted after ""move to end of line""",Application,Writer,editing,All,"Windows 8, 8.1",UNCONFIRMED,,P3,Normal
123078,Notifications from Pootle are in Greek,Infrastructure,Infrastructure,Pootle,All,All,CLOSED,OBSOLETE,P3,Normal
123079,pdf export misses graphic,Application,Writer,save-export,All,All,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
123080,Version 4.0.0 Pictures (jpg) pasted from browser are black. Insert picture works fine.,Application,Impress,editing,PC,Windows XP,CLOSED,DUPLICATE,P3,Normal
123081,Not all font variants available on Macs,Application,Writer,formatting,Mac,"Mac OS X, all",UNCONFIRMED,,P3,Normal
123082,Shift_Left or Shift_Right shifts frame instead of selecting char.,Application,Writer,formatting,All,All,CONFIRMED,,P3,Normal
123083,VertOrient not correctly set (or possibly documented),Application,Writer,ui,All,Windows 7,CONFIRMED,,P3,Minor
123084,AOO Versions selector: remove inconsistent double naming for AOO 3.4 and later,Infrastructure,Infrastructure,Bugzilla,All,All,UNCONFIRMED,,P3,Normal
123085,check spelling as you type fails to work,Code,General,spell checking,PC,Windows XP,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
123086,Deleting 2 paragraphs,Application,Writer,editing,PC,OS/2,CLOSED,FIXED,P3,Critical
123087,AOO crashes in Math Printer Options,Application,Math,ui,PC,Windows 7,CLOSED,DUPLICATE,P3,Major
123088,copy and paste do not work. pastes existing info into new location. formulas do not re-calc.,Application,Calc,editing,PC,"Windows 8, 8.1",CLOSED,IRREPRODUCIBLE,P3,Normal
123089,software crashes; must recover file,Application,Calc,code,PC,"Windows 8, 8.1",CLOSED,IRREPRODUCIBLE,P3,Normal
123090,Document does not reload to page saved,Application,Writer,save-export,PC,"Windows 8, 8.1",CONFIRMED,,P3,Normal
123094,Freezing with message 'Not Responding',Application,Base,code,PC,"Windows 8, 8.1",UNCONFIRMED,,P3,Major
123096,"Add ""Favorite Folders"" feature to AOO File dialog",Code,General,ui,All,All,UNCONFIRMED,,P3,Normal
123097,Value of Custom Property Type=DateTime only shown if number of property in list less than 8,Code,General,ui,PC,All,CLOSED,FIXED,P3,Normal
123098,"spelling error in menu ""Daten - Pivot Table""",NLC,Native-Lang,de,All,All,CLOSED,FIXED,P3,Normal
123099,Integrate translation updates for OpenOffice 4.0.1,Code,General,ui,All,All,CLOSED,FIXED,P3,Normal
123100,Italian (it) translation update for OpenOffice 4.0.1,NLC,Native-Lang,it,All,All,CLOSED,FIXED,P3,Normal
123101,French (fr) translation update for OpenOffice 4.0.1,NLC,Native-Lang,fr,All,All,CLOSED,FIXED,P3,Normal
123102,German (de) translation update for OpenOffice 4.0.1,NLC,Native-Lang,de,All,All,CLOSED,FIXED,P3,Normal
123103,Czech (cs) translation update for OpenOffice 4.0.1,NLC,Native-Lang,cs,All,All,CLOSED,FIXED,P3,Normal
123104,Screen is garbled after scrolling up/down. refreshing by zoom level fixes until scroll again.,Application,Calc,viewing,PC,Windows 7,CLOSED,DUPLICATE,P3,Major
123105,Previously saved contents of a file gone after a series of copy/paste functions,Application,Calc,save-export,All,All,CLOSED,IRREPRODUCIBLE,P3,Normal
123106,"In AOO File dialog ""Confirm Delete"" message state clearly that file delete action bypasses trash",Code,General,ui,All,Windows 7,CONFIRMED,,P3,Normal
123108,Writer fails to open a particular .doc file unless resaved via Word 97,Application,Writer,open-import,PC,Windows XP,CLOSED,FIXED,P3,Normal
123109,Dutch (nl) translation update for OpenOffice 4.0.1,NLC,Native-Lang,nl,All,All,CLOSED,FIXED,P3,Normal
123110,DYMO Label printer doesn't print landscape,Application,Writer,printing,Mac,"Mac OS X, all",UNCONFIRMED,,P3,Normal
123111,Vietnamese (vi) translation update for OpenOffice 4.0.1,NLC,Native-Lang,vi,All,All,CLOSED,FIXED,P3,Normal
123112,Open office converted all my Word files,Application,Writer,open-import,PC,Windows 7,CLOSED,NOT_AN_OOO_ISSUE,P3,Critical
123113,Download link missing in IE 10 browser,Infrastructure,Infrastructure,Downloads,All,All,CLOSED,IRREPRODUCIBLE,P3,Normal
123114,Wrong Help reached by Help button in AOO dialog 'File -> Open',Code,General,ui,All,Windows 7,CLOSED,FIXED,P3,Normal
123115,Lithuanian (lt) translation update for OpenOffice 4.0.1,NLC,Native-Lang,lt,All,All,CLOSED,FIXED,P3,Normal
123116,Spelling error,NLC,Native-Lang,en-GB,All,All,CLOSED,FIXED,P3,Normal
123117,English (United Kingdom) (en-GB) translation update for AOO 4.0.1,NLC,Native-Lang,en-GB,All,All,CLOSED,FIXED,P3,Normal
123118,"Error Trap missing causes OOO and Libre office to crash, MS XL reports not enough resources",Application,Calc,ui,PC,Windows 7,CONFIRMED,,P3,Major
123119,Write a script to autotest spreadsheet docs that are also friendly for manual testing,Unclassified,QA,testscripts,All,All,CLOSED,FIXED,P3,Normal
123120,NL community webpages used in languages.js should exist,Infrastructure,Infrastructure,Downloads,All,All,CLOSED,FIXED,P3,Normal
123121,"languages.js - unexpected NL page URL for ""dz"" - Dzongka",Infrastructure,Infrastructure,Downloads,All,All,CLOSED,FIXED,P3,Normal
123122,Update bundled English (en-US and en-*) dictionary,Code,General,spell checking,All,All,CLOSED,FIXED,P3,Normal
123123,DOCX: Writer Fails to render file containing encoded .BMP image,Application,Writer,viewing,PC,Windows 7,CONFIRMED,,P3,Normal
